timestamp,goal_brew_temp,brew_temp,ambient_temp,top_temp,bottom_temp,cooler_on,heater_on,fan_on,stage_name
2025-02-07 09:35:56,17.00,20.06,20.44,21.44,20.69,0,0,0,Primary
2025-02-07 09:36:17,17.00,20.06,20.44,21.50,20.62,0,0,0,Primary
2025-02-07 09:36:22,17.00,20.06,20.38,21.44,20.62,0,0,0,Primary
2025-02-07 09:36:27,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:36:31,17.00,20.12,20.44,21.44,20.62,0,0,0,Primary
2025-02-07 09:36:36,17.00,20.06,20.44,21.50,20.62,0,0,0,Primary
2025-02-07 09:36:41,17.00,20.06,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:36:45,17.00,20.12,20.44,21.50,20.62,0,0,0,Primary
2025-02-07 09:36:50,17.00,20.12,20.44,21.44,20.62,0,0,0,Primary
2025-02-07 09:36:55,17.00,20.06,20.44,21.44,20.62,0,0,0,Primary
2025-02-07 09:37:00,17.00,20.12,20.44,21.44,20.62,0,0,0,Primary
2025-02-07 09:37:04,17.00,20.06,20.44,21.50,20.62,0,0,0,Primary
2025-02-07 09:37:09,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:37:14,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:37:18,17.00,20.12,20.44,21.50,20.62,0,0,0,Primary
2025-02-07 09:37:23,17.00,20.12,20.44,21.44,20.69,0,0,0,Primary
2025-02-07 09:37:28,17.00,20.12,20.44,21.44,20.69,0,0,0,Primary
2025-02-07 09:37:33,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:37:38,17.00,20.06,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:37:42,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:37:47,17.00,20.12,20.50,21.50,20.69,0,0,0,Primary
2025-02-07 09:37:52,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:37:56,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:38:01,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:38:06,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:38:10,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:38:15,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:38:20,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:38:24,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:38:29,17.00,20.12,20.50,21.50,20.69,0,0,0,Primary
2025-02-07 09:38:34,17.00,20.12,20.44,21.50,20.75,0,0,0,Primary
2025-02-07 09:38:39,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:38:43,17.00,20.12,20.50,21.50,20.69,0,0,0,Primary
2025-02-07 09:38:48,17.00,20.12,20.44,21.56,20.69,0,0,0,Primary
2025-02-07 09:38:53,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:38:57,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:39:02,17.00,20.12,20.50,21.50,20.69,0,0,0,Primary
2025-02-07 09:39:07,17.00,20.12,20.44,21.56,20.69,0,0,0,Primary
2025-02-07 09:39:12,17.00,20.19,20.44,21.56,20.69,0,0,0,Primary
2025-02-07 09:39:17,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:39:21,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:39:26,17.00,20.12,20.44,21.50,20.75,0,0,0,Primary
2025-02-07 09:39:31,17.00,20.06,20.50,21.50,20.69,0,0,0,Primary
2025-02-07 09:39:36,17.00,20.12,20.44,21.50,20.69,0,0,0,Primary
2025-02-07 09:39:40,17.00,20.12,20.50,21.56,20.75,0,0,0,Primary
2025-02-07 09:39:45,17.00,20.12,20.50,21.56,20.75,0,0,0,Primary
2025-02-07 09:39:50,17.00,20.12,20.44,21.56,20.75,0,0,0,Primary
2025-02-07 09:39:56,17.00,20.12,20.50,21.56,20.69,0,0,0,Primary
2025-02-07 09:40:01,17.00,20.12,20.50,21.56,20.69,0,0,0,Primary
2025-02-07 09:40:06,17.00,20.12,20.44,21.56,20.75,0,0,0,Primary
2025-02-07 09:40:10,17.00,20.12,20.44,21.50,20.81,0,0,0,Primary
2025-02-07 09:40:15,17.00,20.12,20.44,21.56,20.75,0,0,0,Primary
2025-02-07 09:40:20,17.00,20.06,20.44,21.56,20.75,0,0,0,Primary
2025-02-07 09:40:25,17.00,20.12,20.44,21.50,20.75,0,0,0,Primary
2025-02-07 09:40:30,17.00,20.12,20.50,21.56,20.75,0,0,0,Primary
2025-02-07 09:40:34,17.00,20.12,20.50,21.50,20.69,0,0,0,Primary
2025-02-07 09:40:39,17.00,20.12,20.44,21.56,20.75,0,0,0,Primary
2025-02-07 09:40:44,17.00,-99.99,20.50,21.50,20.75,0,0,0,Primary
2025-02-07 09:40:49,17.00,20.12,20.50,21.50,20.75,0,0,0,Primary
2025-02-07 09:40:54,17.00,20.12,20.44,21.56,20.75,0,0,0,Primary
2025-02-07 09:40:59,17.00,20.12,20.50,21.50,20.75,0,0,0,Primary
